Flight_ID,Aeronave,DepartureStation,ArrivalStation,Destination_Type,Origin_Type,STD,STA,Capacity,Passengers,Bookings,Horario,Periodo,TiempoVuelo,Dia_Semana,Mapeo_Dia_Semana,Mapeo_Destination_Type,Mapeo_Origin_Type,abordaje_predicho
7f9c2aae8d34433b24f572d8049150dd,XA-VAP,AT,BS,Playa,Ciudad Principal,2024-01-18 06:50:00,2024-01-18 07:55:00,186,,,0,0,65.0,Thursday,0,2,0,187.5
23d8815e3b17896e93f1963acd1bdd2e,XA-VAV,AT,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-01 11:40:00,2024-01-01 13:25:00,186,,,1,1,105.0,Monday,1,0,0,214.0
79ca03e159e86c160dcf096fcc3e8452,XA-VAO,AK,BO,MX Amigos y Familia,Playa,2024-01-16 07:00:00,2024-01-16 08:50:00,186,,,1,0,110.0,Tuesday,3,1,3,218.66666666666666
24c2462777f1dadb7eea4fabf39c3881,XA-VBZ,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-19 10:45:00,2024-01-19 13:05:00,236,,,1,0,140.0,Friday,2,1,0,213.5
ea2201a6eaa39cd6727e4cb1e2a1f519,9H-MLC,AO,AR,Playa,Ciudad Principal,2024-01-26 12:10:00,2024-01-26 12:50:00,178,,,1,0,40.0,Friday,2,2,0,213.5
0d7a534ec36a027812908929487ef7ca,XA-VXG,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-07 06:00:00,2024-01-07 07:45:00,240,,,0,1,105.0,Sunday,5,1,0,183.5
ced202883618c9d04708879da79aeb0e,XA-VIH,BA,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-24 07:35:00,2024-01-24 09:20:00,186,,,1,0,105.0,Wednesday,4,0,0,213.5
556fdc95b04b531721c77eb4d4551dd1,XA-VBP,AT,BS,Playa,Ciudad Principal,2024-01-27 15:50:00,2024-01-27 16:55:00,220,,,2,0,65.0,Saturday,6,2,0,213.5
dff4f6fcd335340b7cfb07efcec3b492,9H-SWI,AO,AR,Playa,Ciudad Principal,2024-01-29 12:10:00,2024-01-29 12:50:00,178,,,1,0,40.0,Monday,1,2,0,214.0
5078a0082101ffd1ff50668e58c992a4,XA-VBP,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-29 05:40:00,2024-01-29 07:25:00,220,,,0,0,105.0,Monday,1,1,0,198.14285714285714
7da70a7f0640cdc439a010cfe1b0d504,XA-VAR,AW,AE,MX Amigos y Familia,Ciudad Principal,2024-01-22 15:40:00,2024-01-22 16:35:00,186,,,2,0,55.0,Monday,1,1,0,214.0
d89ff809fe2ec227c7b7b7c04e5f87d3,XA-VXM,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-10 00:05:00,2024-01-10 05:05:00,240,,,0,0,300.0,Wednesday,4,1,1,218.5
b9279eba877cd8524e8a029d06df8fb1,XA-VBQ,AJ,AR,Playa,MX Amigos y Familia,2024-01-05 17:20:00,2024-01-05 18:15:00,220,,,2,1,55.0,Friday,2,2,2,224.0
69c3aac2ec9740418e00550e9050e00d,XA-VAU,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-25 00:05:00,2024-01-25 05:00:00,186,,,0,0,295.0,Thursday,0,1,1,215.0
09c04253f88fdf8319ecc1a41336d370,XA-VAT,AT,BS,Playa,Ciudad Principal,2024-01-14 06:20:00,2024-01-14 07:30:00,186,,,0,0,70.0,Sunday,5,2,0,236.0
f55e98960dc5730683a95dbbdee27e3b,XA-VAU,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-27 00:05:00,2024-01-27 05:00:00,186,,,0,0,295.0,Saturday,6,1,1,218.5
7ef15aa3b9c1b4593b176db944014692,XA-VAY,AO,AR,Playa,Ciudad Principal,2024-01-04 12:10:00,2024-01-04 12:50:00,186,,,1,1,40.0,Thursday,0,2,0,219.0
fab22a1668a69ce9a51922d5f95155a8,XA-VXB,AW,AM,Playa,Ciudad Principal,2024-01-03 08:40:00,2024-01-03 12:10:00,240,,,1,1,210.0,Wednesday,4,2,0,213.5
fddeca81a981680c26af2145017b1688,XA-VXJ,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-02 16:50:00,2024-01-02 21:50:00,240,,,2,1,300.0,Tuesday,3,1,1,224.0
e189ce33ef10431c72411b65393d2c19,XA-VIS,AK,BO,MX Amigos y Familia,Playa,2024-01-23 07:00:00,2024-01-23 08:50:00,186,,,1,0,110.0,Tuesday,3,1,3,218.66666666666666
9a9594af886df695a1b865f035a40503,XA-VIH,AW,AS,MX Amigos y Familia,Ciudad Principal,2024-01-26 17:10:00,2024-01-26 17:55:00,186,,,2,0,45.0,Friday,2,1,0,213.5
218ccec020ed4bace318f91cd314857e,XA-VXK,AT,BS,Playa,Ciudad Principal,2024-01-13 15:50:00,2024-01-13 16:55:00,240,,,2,0,65.0,Saturday,6,2,0,213.5
4c71fadb497193610873acac52cca31f,XA-VAC,AT,AI,Playa,Ciudad Principal,2024-01-05 10:30:00,2024-01-05 13:25:00,180,,,1,1,175.0,Friday,2,2,0,213.5
86b34a589d7ecea539c19ae3273ec2b1,XA-VXG,AW,AX,MX Amigos y Familia,Ciudad Principal,2024-01-01 11:05:00,2024-01-01 11:50:00,240,,,1,1,45.0,Monday,1,1,0,214.0
ba157db323cbc1c0e24604acf7fe4bbe,XA-VBJ,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-04 06:00:00,2024-01-04 07:45:00,220,,,0,1,105.0,Thursday,0,1,0,225.5
0b58307c6938392274f839b993077931,XA-VXL,AT,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-06 11:40:00,2024-01-06 13:25:00,240,,,1,1,105.0,Saturday,6,0,0,213.5
9494df4b3709c1c688613891ad86dd75,XA-VAC,AT,AI,Playa,Ciudad Principal,2024-01-27 10:30:00,2024-01-27 13:25:00,180,,,1,0,175.0,Saturday,6,2,0,213.5
0669287936f085684ccf38ad6b251379,XA-VBB,AW,AX,MX Amigos y Familia,Ciudad Principal,2024-01-16 11:05:00,2024-01-16 11:55:00,240,,,1,0,50.0,Tuesday,3,1,0,213.5
454c0104269326d5496c88daadcac2b9,XA-VBU,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-16 05:40:00,2024-01-16 07:25:00,220,,,0,0,105.0,Tuesday,3,1,0,236.0
94fd186a647ffb3dca0f36986aab1a31,XA-VAU,BH,BO,MX Amigos y Familia,Playa,2024-01-26 12:20:00,2024-01-26 14:45:00,186,,,1,0,145.0,Friday,2,1,3,218.66666666666666
8a96c2470bf146db39a08a87a24de22b,XA-VAJ,BA,AB,Playa,Ciudad Principal,2024-01-08 08:20:00,2024-01-08 09:20:00,186,,,1,0,60.0,Monday,1,2,0,214.0
c84b7b62c622e65f79741f5a912b747b,XA-VBP,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-14 05:40:00,2024-01-14 07:25:00,220,,,0,0,105.0,Sunday,5,1,0,236.0
9dddb3c2441af214046a0ac9d7373420,XA-VAC,AT,AI,Playa,Ciudad Principal,2024-01-19 10:30:00,2024-01-19 13:25:00,180,,,1,0,175.0,Friday,2,2,0,213.5
b76356f907dc2205a24e64e046b40a24,XA-VBJ,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-09 05:40:00,2024-01-09 07:25:00,220,,,0,0,105.0,Tuesday,3,1,0,236.0
08534dcba4802a0073aaad5fe0df56dc,XA-VBT,AW,AE,MX Amigos y Familia,Ciudad Principal,2024-01-26 18:40:00,2024-01-26 19:35:00,220,,,2,0,55.0,Friday,2,1,0,213.5
7d16800519efcdcd9c3bb649847638ad,XA-VIJ,AT,AI,Playa,Ciudad Principal,2024-01-06 10:30:00,2024-01-06 13:25:00,186,,,1,1,175.0,Saturday,6,2,0,213.5
6099204780e496a2222cb3b5af12a386,XA-VYA,BA,AB,Playa,Ciudad Principal,2024-01-15 08:20:00,2024-01-15 09:20:00,180,,,1,0,60.0,Monday,1,2,0,214.0
4ab8f573780d68daece2f59995da6c46,XA-VAN,AT,AI,Playa,Ciudad Principal,2024-01-17 10:30:00,2024-01-17 13:25:00,186,,,1,0,175.0,Wednesday,4,2,0,213.5
d38f7c06b526c74274e58acf6144016d,XA-VXA,AW,AX,MX Amigos y Familia,Ciudad Principal,2024-01-27 11:05:00,2024-01-27 11:55:00,240,,,1,0,50.0,Saturday,6,1,0,213.5
200d7b29e78d6e21241f1576538258cc,XA-VIK,AO,AR,Playa,Ciudad Principal,2024-01-14 12:10:00,2024-01-14 12:50:00,186,,,1,0,40.0,Sunday,5,2,0,213.5
dda4921d4396990550b7ee6eb91b707a,XA-VAV,BH,BO,MX Amigos y Familia,Playa,2024-01-15 12:20:00,2024-01-15 14:45:00,186,,,1,0,145.0,Monday,1,1,3,219.5
cb066e372a02b77df02346f659770634,XA-VXE,AW,AE,MX Amigos y Familia,Ciudad Principal,2024-01-01 19:05:00,2024-01-01 20:00:00,240,,,2,1,55.0,Monday,1,1,0,214.0
82c993bb22a6954152f51880bf162379,XA-VXN,AJ,AR,Playa,MX Amigos y Familia,2024-01-14 17:20:00,2024-01-14 18:15:00,240,,,2,0,55.0,Sunday,5,2,2,218.66666666666666
73bef79ac543de3bedad78827b6dde3c,XA-VAC,AT,AI,Playa,Ciudad Principal,2024-01-23 10:30:00,2024-01-23 13:25:00,180,,,1,0,175.0,Tuesday,3,2,0,213.5
68d4244e8901bfebe7d18335ce6cc84b,XA-VAP,AT,AI,Playa,Ciudad Principal,2024-01-18 10:30:00,2024-01-18 13:25:00,186,,,1,0,175.0,Thursday,0,2,0,197.0
7455749be56fedc5388ae906bac0ab5c,XA-VIK,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-04 10:45:00,2024-01-04 13:05:00,186,,,1,1,140.0,Thursday,0,1,0,219.0
8a654404c0fc8d3b8bc73709de0b378c,XA-VAC,AT,BS,Playa,Ciudad Principal,2024-01-02 14:55:00,2024-01-02 16:00:00,180,,,2,1,65.0,Tuesday,3,2,0,213.5
032fd0f4e4742ea875568ed223d740c2,XA-VAT,AT,AI,Playa,Ciudad Principal,2024-01-14 10:30:00,2024-01-14 13:25:00,186,,,1,0,175.0,Sunday,5,2,0,213.5
62535ef6495f2ebdb70542bf01c449e9,XA-VBY,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-22 10:45:00,2024-01-22 13:05:00,240,,,1,0,140.0,Monday,1,1,0,214.0
2cbb606f1420054e2c58b279b10529b7,XA-VAV,AT,BS,Playa,Ciudad Principal,2024-01-03 09:30:00,2024-01-03 10:40:00,186,,,1,1,70.0,Wednesday,4,2,0,213.5
3fda18fc37139db0ad062ac7e48e3436,XA-VBI,AW,AV,MX Amigos y Familia,Ciudad Principal,2024-01-22 17:55:00,2024-01-22 19:20:00,220,,,2,0,85.0,Monday,1,1,0,214.0
03a876a1ef84c3d8b6e55b6f19256337,XA-VBV,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-20 05:40:00,2024-01-20 07:25:00,220,,,0,0,105.0,Saturday,6,1,0,236.0
22b6e7dc0f7b3ed735a95e47180384b8,XA-VYD,AT,AI,Playa,Ciudad Principal,2024-01-20 10:30:00,2024-01-20 13:25:00,180,,,1,0,175.0,Saturday,6,2,0,213.5
1045a245ee08214e4d3c219afb957997,XA-VBR,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-09 00:05:00,2024-01-09 05:05:00,240,,,0,0,300.0,Tuesday,3,1,1,218.5
dafb81be6494a4f702f9f015b3f56725,XA-VIP,AK,BO,MX Amigos y Familia,Playa,2024-01-30 07:00:00,2024-01-30 08:50:00,186,,,1,0,110.0,Tuesday,3,1,3,218.66666666666666
4989dc368f0fb8ea757e348c08717b0d,XA-VBW,AW,AE,MX Amigos y Familia,Ciudad Principal,2024-01-15 15:40:00,2024-01-15 16:35:00,220,,,2,0,55.0,Monday,1,1,0,214.0
d0c16dce62a2e1efd339fe56d10098c8,XA-VAI,AT,AI,Playa,Ciudad Principal,2024-01-11 10:30:00,2024-01-11 13:25:00,180,,,1,0,175.0,Thursday,0,2,0,197.0
211403849c65b92fff978cd710586cdf,XA-VAO,AK,BO,MX Amigos y Familia,Playa,2024-01-13 07:00:00,2024-01-13 08:50:00,186,,,1,0,110.0,Saturday,6,1,3,218.66666666666666
5e68e31f6fb75db571aa13f14f9a1b52,XA-VXP,AJ,AR,Playa,MX Amigos y Familia,2024-01-08 17:20:00,2024-01-08 18:15:00,240,,,2,0,55.0,Monday,1,2,2,219.5
919aa9b4fed94d300fff17e88c2cc952,XA-VAN,AT,BS,Playa,Ciudad Principal,2024-01-17 16:10:00,2024-01-17 17:20:00,186,,,2,0,70.0,Wednesday,4,2,0,213.5
a50a6dc7dddce70dda0c33d8ca59f274,XA-VBW,AO,AR,Playa,Ciudad Principal,2024-01-22 12:10:00,2024-01-22 12:50:00,220,,,1,0,40.0,Monday,1,2,0,214.0
d1613927f007437f9d2ffbf5dbef5154,9H-AMM,BA,BS,Playa,Ciudad Principal,2024-01-25 08:20:00,2024-01-25 09:25:00,178,,,1,0,65.0,Thursday,0,2,0,197.0
bb29878fd963825463c099f8f7c09979,XA-VXL,AT,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-04 11:40:00,2024-01-04 13:25:00,240,,,1,1,105.0,Thursday,0,0,0,219.0
9cf8e69ce8004d11a477b770d67840a5,XA-VBQ,AJ,AR,Playa,MX Amigos y Familia,2024-01-04 17:20:00,2024-01-04 18:15:00,220,,,2,1,55.0,Thursday,0,2,2,195.0
940660d2035e7f5ece2da61c726e7e09,XA-VXP,AW,AV,MX Amigos y Familia,Ciudad Principal,2024-01-05 06:40:00,2024-01-05 08:10:00,240,,,0,1,90.0,Friday,2,1,0,183.5
13230270677c0a28e7db59618904e0ab,XA-VIF,AT,AI,Playa,Ciudad Principal,2024-01-12 10:30:00,2024-01-12 13:25:00,186,,,1,0,175.0,Friday,2,2,0,213.5
b24e5ce9e66a234d24c0722126380859,XA-VIF,AT,AI,Playa,Ciudad Principal,2024-01-08 10:30:00,2024-01-08 13:25:00,186,,,1,0,175.0,Monday,1,2,0,214.0
2feaebcef747e62c100312cf37bb8cf5,9H-AMP,AW,AE,MX Amigos y Familia,Ciudad Principal,2024-01-29 14:15:00,2024-01-29 15:10:00,178,,,2,0,55.0,Monday,1,1,0,214.0
bfe1108b7f5e955f26035d6117d15ce3,XA-VBJ,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-05 06:00:00,2024-01-05 07:45:00,220,,,0,1,105.0,Friday,2,1,0,183.5
8b82b10d03c01fe97246961c5a33f6b9,XA-VBI,AJ,AR,Playa,MX Amigos y Familia,2024-01-21 17:50:00,2024-01-21 18:45:00,220,,,2,0,55.0,Sunday,5,2,2,218.66666666666666
61217b5257490c20941203035f98dbcc,XA-VBP,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-02 10:45:00,2024-01-02 13:05:00,220,,,1,1,140.0,Tuesday,3,1,0,213.5
8eec923d74a903642985d7b8d074c899,XA-VBT,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-24 10:45:00,2024-01-24 13:05:00,220,,,1,0,140.0,Wednesday,4,1,0,213.5
c21552f5e604a49484040072b59202be,XA-VIP,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-06 00:05:00,2024-01-06 05:05:00,186,,,0,1,300.0,Saturday,6,1,1,224.0
43a4e8adb7f21e8510c25b4150b4e422,XA-VBU,AW,AV,MX Amigos y Familia,Ciudad Principal,2024-01-04 06:40:00,2024-01-04 08:10:00,220,,,0,1,90.0,Thursday,0,1,0,225.5
e44319041476aeb3007c83cb9f6065a8,XA-VYE,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-17 10:45:00,2024-01-17 13:05:00,180,,,1,0,140.0,Wednesday,4,1,0,213.5
44f3c7209ac006001089b286e190f5dc,XA-VBP,AJ,AR,Playa,MX Amigos y Familia,2024-01-03 17:20:00,2024-01-03 18:15:00,220,,,2,1,55.0,Wednesday,4,2,2,224.0
a1f25a0793b8396eebdb98d4705b1411,XA-VAW,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-21 00:05:00,2024-01-21 05:00:00,186,,,0,0,295.0,Sunday,5,1,1,218.5
4202de27af7947cb3a76c45f3e7bca36,XA-VBH,AJ,AR,Playa,MX Amigos y Familia,2024-01-11 17:20:00,2024-01-11 18:15:00,240,,,2,0,55.0,Thursday,0,2,2,195.0
92255f8f4f5d9f6acb1990ae7a66cfb3,XA-VIA,AO,AR,Playa,Ciudad Principal,2024-01-02 12:10:00,2024-01-02 12:50:00,186,,,1,1,40.0,Tuesday,3,2,0,213.5
aa7e6ca8f21e85bbc448922268b114a7,XA-VIK,AT,AI,Playa,Ciudad Principal,2024-01-03 10:30:00,2024-01-03 13:25:00,186,,,1,1,175.0,Wednesday,4,2,0,213.5
a5d0eafbb2f2341233a528efe21a2754,XA-VBS,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-06 10:45:00,2024-01-06 13:05:00,240,,,1,1,140.0,Saturday,6,1,0,213.5
c228490db520fc074f9ea48bb48c6af7,XA-VAN,AW,AX,MX Amigos y Familia,Ciudad Principal,2024-01-03 11:05:00,2024-01-03 11:50:00,186,,,1,1,45.0,Wednesday,4,1,0,213.5
afc75aacd094d0adc3ae6b7e3379d5c6,XA-VBT,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-13 00:05:00,2024-01-13 05:00:00,220,,,0,0,295.0,Saturday,6,1,1,218.5
2c69bf96272c12789ee442e3497627a2,XA-VIY,BA,BS,Playa,Ciudad Principal,2024-01-02 08:40:00,2024-01-02 09:45:00,186,,,1,1,65.0,Tuesday,3,2,0,213.5
2eb68e9325b9cd837b0ef93342b876a4,XA-VBA,AW,AE,MX Amigos y Familia,Ciudad Principal,2024-01-06 18:45:00,2024-01-06 19:40:00,240,,,2,1,55.0,Saturday,6,1,0,213.5
1fc8d5742d6d4fe15d00ae1a9a54c8a3,XA-VBP,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-28 05:40:00,2024-01-28 07:25:00,220,,,0,0,105.0,Sunday,5,1,0,236.0
27cee0b3bbd5aba438ba6ec454d8cde4,9H-SWB,BA,AB,Playa,Ciudad Principal,2024-01-29 08:20:00,2024-01-29 09:20:00,178,,,1,0,60.0,Monday,1,2,0,214.0
787a600883982678e68df7fefbb65154,XA-VXK,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-13 05:40:00,2024-01-13 07:25:00,240,,,0,0,105.0,Saturday,6,1,0,236.0
839267810d4ae264f74fd9cb40bdc236,XA-VBP,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-27 05:40:00,2024-01-27 07:25:00,220,,,0,0,105.0,Saturday,6,1,0,236.0
f819db0cfdebbbe16a289b0b387ec026,XA-VAW,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-18 00:05:00,2024-01-18 05:00:00,186,,,0,0,295.0,Thursday,0,1,1,215.0
e5ad911df121ba4ea7734079dccb25af,XA-VXI,AW,BK,MX Amigos y Familia,Ciudad Principal,2024-01-12 10:45:00,2024-01-12 13:05:00,240,,,1,0,140.0,Friday,2,1,0,213.5
ff5e3185e079c2f84dc9e10e5f1149ab,XA-VYD,AT,BS,Playa,Ciudad Principal,2024-01-28 06:20:00,2024-01-28 07:30:00,180,,,0,0,70.0,Sunday,5,2,0,236.0
8d58476825dee3ebfac4e0ea55248b85,XA-VBT,AW,AV,MX Amigos y Familia,Ciudad Principal,2024-01-29 17:55:00,2024-01-29 19:20:00,220,,,2,0,85.0,Monday,1,1,0,214.0
7aa5bf021ef695200ff00d4e5dd97887,XA-VAR,BA,BS,Playa,Ciudad Principal,2024-01-11 08:20:00,2024-01-11 09:25:00,186,,,1,0,65.0,Thursday,0,2,0,197.0
367bf2f817f30e707ff521cb19062bbf,XA-VYE,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-11 00:05:00,2024-01-11 05:00:00,180,,,0,0,295.0,Thursday,0,1,1,215.0
99595e5c8eed05a648f27b0ad946948d,XA-VXG,AW,AV,MX Amigos y Familia,Ciudad Principal,2024-01-01 17:40:00,2024-01-01 19:05:00,240,,,2,1,85.0,Monday,1,1,0,214.0
cc293096c1e3d6dbc6525ab59046ecfa,XA-VIF,AT,AI,Playa,Ciudad Principal,2024-01-13 10:30:00,2024-01-13 13:25:00,186,,,1,0,175.0,Saturday,6,2,0,213.5
6c3ff107f30e1ccb6b1c71529bcfb227,9H-MLC,AO,AR,Playa,Ciudad Principal,2024-01-24 12:10:00,2024-01-24 12:50:00,178,,,1,0,40.0,Wednesday,4,2,0,213.5
d382b0c5629ab634e4ae957d5b3d0450,XA-VIL,AT,BS,Playa,Ciudad Principal,2024-01-10 16:10:00,2024-01-10 17:20:00,186,,,2,0,70.0,Wednesday,4,2,0,213.5
de3dbc7778f9dc27d2abd772d20692bf,XA-VBX,AW,AS,MX Amigos y Familia,Ciudad Principal,2024-01-08 20:20:00,2024-01-08 21:05:00,240,,,3,0,45.0,Monday,1,1,0,214.0
fe365e7ae66b945fda67b0b6fa1b6256,XA-VAY,AO,AR,Playa,Ciudad Principal,2024-01-03 12:10:00,2024-01-03 12:50:00,186,,,1,1,40.0,Wednesday,4,2,0,213.5
303641d4580bc515171ad4f38bf3d53a,XA-VXF,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-07 16:50:00,2024-01-07 21:50:00,240,,,2,1,300.0,Sunday,5,1,1,224.0
9d81e5770838f41c7520e0783b7902d1,XA-VXF,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-03 00:05:00,2024-01-03 05:05:00,240,,,0,1,300.0,Wednesday,4,1,1,224.0
02c06fed6bc61991f0283c553ca9538f,XA-VIF,AT,AI,Playa,Ciudad Principal,2024-01-10 10:30:00,2024-01-10 13:25:00,186,,,1,0,175.0,Wednesday,4,2,0,213.5
86dc75c43b8aa24256c3d6d7265ca709,XA-VXN,AT,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-07 11:40:00,2024-01-07 13:25:00,240,,,1,1,105.0,Sunday,5,0,0,213.5
6c5b4edcdb350e6257ce9f12319a234e,9H-AMV,BA,BS,Playa,Ciudad Principal,2024-01-21 08:20:00,2024-01-21 09:25:00,178,,,1,0,65.0,Sunday,5,2,0,213.5
aa980265f2092c502a36b780ec6a3fd0,XA-VXG,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-06 06:00:00,2024-01-06 07:45:00,240,,,0,1,105.0,Saturday,6,1,0,183.5
edc9e4161d04bc9a9f57613f6f207d9e,XA-VAC,AT,AI,Playa,Ciudad Principal,2024-01-24 10:30:00,2024-01-24 13:25:00,180,,,1,0,175.0,Wednesday,4,2,0,213.5
8e30016505ecbbbcc9e05a938a0a495a,XA-VBV,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-26 05:40:00,2024-01-26 07:25:00,220,,,0,0,105.0,Friday,2,1,0,236.0
13a651eba6a23b0e60e29806cd02ed57,XA-VBI,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-08 05:40:00,2024-01-08 07:25:00,220,,,0,0,105.0,Monday,1,1,0,198.14285714285714
c08522e1297c568f4577833d584b5fad,XA-VAK,AK,BO,MX Amigos y Familia,Playa,2024-01-06 17:30:00,2024-01-06 19:20:00,186,,,2,1,110.0,Saturday,6,1,3,224.0
560326768c790d8ca0810c2dbacfa876,XA-VAW,BA,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-10 07:35:00,2024-01-10 09:20:00,186,,,1,0,105.0,Wednesday,4,0,0,213.5
2504ec8f031d1b326ed7f8908369295e,XA-VBS,AW,AS,MX Amigos y Familia,Ciudad Principal,2024-01-15 20:20:00,2024-01-15 21:05:00,240,,,3,0,45.0,Monday,1,1,0,214.0
dc94fbb8d995b061c6aaa21f68b082c7,XA-VYF,AT,AI,Playa,Ciudad Principal,2024-01-07 10:30:00,2024-01-07 13:25:00,180,,,1,1,175.0,Sunday,5,2,0,213.5
5714374bab4c44d8a4ad254d816af7ee,XA-VXL,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-13 09:20:00,2024-01-13 14:20:00,240,,,1,0,300.0,Saturday,6,1,1,218.66666666666666
230a197030ee42090c56fb477a65d2e3,XA-VAU,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-28 00:05:00,2024-01-28 05:00:00,186,,,0,0,295.0,Sunday,5,1,1,218.5
37e4bdeefb8f69c9b43223ce0d1d7f9f,XA-VAM,BA,AZ,Ciudad Fronteriza,Ciudad Principal,2024-01-08 08:50:00,2024-01-08 10:35:00,180,,,1,0,105.0,Monday,1,0,0,214.0
13b834f754c469d83f19d0aa85826d15,XA-VAU,BM,AV,MX Amigos y Familia,Ciudad Fronteriza,2024-01-26 00:05:00,2024-01-26 05:00:00,186,,,0,0,295.0,Friday,2,1,1,218.5
c41253a554c69b3d71926c99ff37c8d8,XA-VAK,BA,BS,Playa,Ciudad Principal,2024-01-04 08:40:00,2024-01-04 09:45:00,186,,,1,1,65.0,Thursday,0,2,0,219.0
71a2e34ae15a1950564c4feaeee21b46,XA-VBP,AT,BO,MX Amigos y Familia,Ciudad Principal,2024-01-25 05:40:00,2024-01-25 07:25:00,220,,,0,0,105.0,Thursday,0,1,0,187.5
